RecordNumber,Zipcode,City,State
48400,95962,OREGON HOUSE,CA
48401,95962,RENAISSANCE,CA
48402,95963,ORLAND,CA
48403,95963,NEWVILLE,CA
48404,93647,OROSI,CA
48405,93647,EAST OROSI,CA
48406,95915,BELDEN,CA
48407,95915,OROVILLE,CA
48408,95915,CARIBOU,CA
48409,95915,GANSER BAR,CA
48410,95940,FEATHER FALLS,CA
48411,95940,OROVILLE,CA
48412,95965,OROVILLE,CA
48413,95965,BUTTE VALLEY,CA
48414,95965,PULGA,CA
48415,95965,YANKEE HILL,CA
48416,95965,CHEROKEE,CA
48417,95965,HONCUT,CA
48418,95965,HURLETON,CA
48419,95965,JARBO,CA
48420,95965,LAS PLUMAS,CA
48421,95965,OAK GROVE,CA
48422,95965,OREGON CITY,CA
48423,95965,PENTZ,CA
48424,95965,ROBINSONS CORNER,CA
48425,95965,SOUTH OROVILLE,CA
48426,95965,THERMALITO,CA
48427,95965,VILLA VERONA,CA
48428,95965,WYANDOTTE,CA
48429,95966,OROVILLE,CA
48430,95980,STORRIE,CA
48431,95980,OROVILLE,CA
48432,95980,ROCK CREEK,CA
48433,95980,ROCK CREST,CA
48434,95980,ROGERS FLAT,CA
48435,95980,TOBIN,CA
48436,95968,PALERMO,CA
48437,96073,PALO CEDRO,CA
48438,95967,PARADISE,CA
48439,95969,PARADISE,CA
48440,93648,PARLIER,CA
48441,96074,PASKENTA,CA
48442,95363,PATTERSON,CA
48443,95363,DIABLO GRANDE,CA
48444,95363,GRAYSON,CA
48445,95663,PENRYN,CA
48446,93649,PIEDRA,CA
48447,95664,PILOT HILL,CA
48448,95364,PINECREST,CA
48449,95364,DARDANELLE,CA
48450,95375,STRAWBERRY,CA
48451,95375,PINECREST,CA
48452,95665,PINE GROVE,CA
48453,95644,KIT CARSON,CA
48454,95644,PIONEER,CA
48455,95646,KIRKWOOD,CA
48456,95646,PIONEER,CA
48457,95646,AMADOR STATION,CA
48458,95646,BLACK STATION,CA
48459,95646,BUCKHORN,CA
48460,95646,HAMS STATION,CA
48461,95646,IRON MOUNTAIN,CA
48462,95646,PEDDLER HILL,CA
48463,95666,PIONEER,CA
48464,95666,SILVER LAKE,CA
48465,95667,PLACERVILLE,CA
48466,95667,KELSEY,CA
48467,95667,BUCKS BAR,CA
48468,95667,CEDAR RAVINE,CA
48469,95667,FIVE MILE TERRACE,CA
48470,95667,GOLD HILL,CA
48471,95667,NEWTOWN,CA
48472,95667,OLD FORT JIM,CA
48473,95667,PLEASANT VALLEY,CA
48474,95667,SWANSBORO COUNTRY,CA
48475,95365,PLANADA,CA
48476,96076,PLATINA,CA
48477,96076,WILDWOOD,CA
48478,95668,PLEASANT GROVE,CA
48479,95668,PLEASANT GRV,CA
48480,95669,PLYMOUTH,CA
48481,95726,POLLOCK PINES,CA
48482,95726,PACIFIC HOUSE,CA
48483,95726,FRESH POND,CA
48484,93651,PRATHER,CA
48485,95970,PRINCETON,CA
48486,95970,CODORA,CA
48487,96078,PROBERTA,CA
48488,95971,QUINCY,CA
48489,95971,SPRING GARDEN,CA
48490,95971,BUCKS LAKE,CA
48491,95971,EAST QUINCY,CA
48492,95971,MASSACK,CA
48493,95971,SPANISH RANCH,CA
48494,95972,RACKERBY,CA
48495,95248,RAIL ROAD FLAT,CA
48496,95248,RAIL RD FLAT,CA
48497,95248,RAILROAD FLAT,CA
48498,93652,RAISIN CITY,CA
48499,95655,MATHER,CA
48500,95670,RANCHO CORDOVA,CA
48501,95670,GOLD RIVER,CA
48502,95670,RNCHO CORDOVA,CA
48503,95670,NIMBUS,CA
48504,95741,RANCHO CORDOVA,CA
48505,95741,RNCHO CORDOVA,CA
48506,95742,RANCHO CORDOVA,CA
48507,95742,RNCHO CORDOVA,CA
48508,93653,RAYMOND,CA
48509,96075,PAYNES CREEK,CA
48510,96080,RED BLUFF,CA
48511,96080,DAIRYVILLE,CA
48512,96001,REDDING,CA
48513,96001,KESWICK,CA
48514,96002,REDDING,CA
48515,96003,REDDING,CA
48516,96049,REDDING,CA
48517,96099,REDDING,CA
48518,93654,REEDLEY,CA
48519,93654,NAVELENCIA,CA
48520,95672,RESCUE,CA
48521,95974,RICHVALE,CA
48522,95673,RIO LINDA,CA
48523,95674,RIO OSO,CA
48524,95366,RIPON,CA
48525,95367,RIVERBANK,CA
48526,93607,BURREL,CA
48527,93607,RIVERDALE,CA
48528,93656,RIVERDALE,CA
48529,95676,ROBBINS,CA
48530,95677,ROCKLIN,CA
48531,95677,SUNSET WHITNEY RANCH,CA
48532,95765,ROCKLIN,CA
48533,95661,ROSEVILLE,CA
48534,95678,ROSEVILLE,CA
48535,95746,GRANITE BAY,CA
48536,95746,ROSEVILLE,CA
48537,95747,ROSEVILLE,CA
48538,95946,PENN VALLEY,CA
48539,95946,LAKE WILDWOOD,CA
48540,95975,ROUGH AND READY,CA
48541,95975,ROUGH READY,CA
48542,96084,ROUND MOUNTAIN,CA
48543,96084,ROUND MTN,CA
48544,95680,RYDE,CA
48545,94203,SACRAMENTO,CA
48546,94204,SACRAMENTO,CA
48547,94205,SACRAMENTO,CA
48548,94206,SACRAMENTO,CA
48549,94207,SACRAMENTO,CA
48550,94208,SACRAMENTO,CA
48551,94209,SACRAMENTO,CA
48552,94211,SACRAMENTO,CA
48553,94229,SACRAMENTO,CA
48554,94230,SACRAMENTO,CA
48555,94232,SACRAMENTO,CA
48556,94234,SACRAMENTO,CA
48557,94235,SACRAMENTO,CA
48558,94236,SACRAMENTO,CA
48559,94237,SACRAMENTO,CA
48560,94239,SACRAMENTO,CA
48561,94240,SACRAMENTO,CA
48562,94244,SACRAMENTO,CA
48563,94245,SACRAMENTO,CA
48564,94246,SACRAMENTO,CA
48565,94247,SACRAMENTO,CA
48566,94248,SACRAMENTO,CA
48567,94249,SACRAMENTO,CA
48568,94250,SACRAMENTO,CA
48569,94252,SACRAMENTO,CA
48570,94254,SACRAMENTO,CA
48571,94256,SACRAMENTO,CA
48572,94257,SACRAMENTO,CA
48573,94258,SACRAMENTO,CA
48574,94259,SACRAMENTO,CA
48575,94261,SACRAMENTO,CA
48576,94262,SACRAMENTO,CA
48577,94263,SACRAMENTO,CA
48578,94267,SACRAMENTO,CA
48579,94268,SACRAMENTO,CA
48580,94269,SACRAMENTO,CA
48581,94271,SACRAMENTO,CA
48582,94273,SACRAMENTO,CA
48583,94274,SACRAMENTO,CA
48584,94277,SACRAMENTO,CA
48585,94278,SACRAMENTO,CA
48586,94279,SACRAMENTO,CA
48587,94280,SACRAMENTO,CA
48588,94282,SACRAMENTO,CA
48589,94283,SACRAMENTO,CA
48590,94284,SACRAMENTO,CA
48591,94285,SACRAMENTO,CA
48592,94286,SACRAMENTO,CA
48593,94287,SACRAMENTO,CA
48594,94288,SACRAMENTO,CA
48595,94289,SACRAMENTO,CA
48596,94290,SACRAMENTO,CA
48597,94291,SACRAMENTO,CA
48598,94293,SACRAMENTO,CA
48599,94294,SACRAMENTO,CA
48600,94295,SACRAMENTO,CA
48601,94296,SACRAMENTO,CA
48602,94297,SACRAMENTO,CA
48603,94298,SACRAMENTO,CA
48604,94299,SACRAMENTO,CA
48605,94299,CA BRM ZIP,CA
48606,95811,SACRAMENTO,CA
48607,95812,SACRAMENTO,CA
48608,95813,SACRAMENTO,CA
48609,95814,SACRAMENTO,CA
48610,95815,SACRAMENTO,CA
48611,95815,NORTH SACRAMENTO,CA
48612,95816,SACRAMENTO,CA
48613,95817,SACRAMENTO,CA
48614,95818,SACRAMENTO,CA
48615,95819,SACRAMENTO,CA
48616,95820,SACRAMENTO,CA
48617,95820,FRUITRIDGE,CA
48618,95821,SACRAMENTO,CA
48619,95821,NORTH HIGHLANDS,CA
48620,95822,SACRAMENTO,CA
48621,95823,SACRAMENTO,CA
48622,95824,SACRAMENTO,CA
48623,95825,SACRAMENTO,CA
48624,95826,SACRAMENTO,CA
48625,95826,WALSH STATION,CA
48626,95827,SACRAMENTO,CA
48627,95828,SACRAMENTO,CA
48628,95829,SACRAMENTO,CA
48629,95830,SACRAMENTO,CA
48630,95831,SACRAMENTO,CA
48631,95832,SACRAMENTO,CA
48632,95833,SACRAMENTO,CA
48633,95834,SACRAMENTO,CA
48634,95835,SACRAMENTO,CA
48635,95836,SACRAMENTO,CA
48636,95837,SACRAMENTO,CA
48637,95838,SACRAMENTO,CA
48638,95840,SACRAMENTO,CA
48639,95840,FRANCHISE TAX BOARD,CA
48640,95841,SACRAMENTO,CA
48641,95842,SACRAMENTO,CA
48642,95843,ANTELOPE,CA
48643,95843,SACRAMENTO,CA
48644,95851,SACRAMENTO,CA
48645,95852,SACRAMENTO,CA
48646,95853,SACRAMENTO,CA
48647,95860,SACRAMENTO,CA
48648,95864,SACRAMENTO,CA
48649,95865,SACRAMENTO,CA
48650,95866,SACRAMENTO,CA
48651,95867,SACRAMENTO,CA
48652,95867,FRANCHISE TAX BRD REFUNDS,CA
48653,95887,SACRAMENTO,CA
48654,95887,AT&T,CA
48655,95894,SACRAMENTO,CA
48656,95894,CA STATE DMV,CA
48657,95899,SACRAMENTO,CA
48658,95368,SALIDA,CA
48659,95249,SAN ANDREAS,CA
48660,93657,SANGER,CA
48661,93657,CENTERVILLE,CA
48662,93657,MINKLER,CA
48663,93657,TIVY VALLEY,CA
48664,93660,SAN JOAQUIN,CA
48665,93661,SANTA RITA PARK,CA
48666,93661,SANTA RITA PK,CA
48667,96085,SCOTT BAR,CA
48668,96086,SEIAD VALLEY,CA
48669,93662,SELMA,CA
48670,93662,CONEJO,CA
48671,96087,SHASTA,CA
48672,96095,WHISKEYTOWN,CA
48673,93634,LAKESHORE,CA
48674,93634,SHAVER LAKE,CA
48675,93642,MONO HOT SPRINGS,CA
48676,93642,MONO HOT SPGS,CA
48677,93642,SHAVER LAKE,CA
48678,93664,SHAVER LAKE,CA
48679,95681,SHERIDAN,CA
48680,95682,SHINGLE SPRINGS,CA
48681,95682,CAMERON PARK,CA
48682,95682,LATROBE,CA
48683,95682,SHINGLE SPGS,CA
48684,96088,SHINGLETOWN,CA
48685,96088,VIOLA,CA
48686,95683,SLOUGHHOUSE,CA
48687,95683,RANCHO MURIETA,CA
48688,95683,RNCHO MURIETA,CA
48689,95977,SMARTSVILLE,CA
48690,95977,BIG OAK VALLEY,CA
48691,95977,BIG OAK VLY,CA
48692,95977,FRENCH CORRAL,CA
48693,95369,SNELLING,CA
48694,95724,NORDEN,CA
48695,95724,SODA SPRINGS,CA
48696,95728,SODA SPRINGS,CA
48697,95728,CISCO,CA
48698,95728,KINGVALE,CA
48699,95728,SERENE LAKES,CA
48700,95728,THE CEDARS,CA
48701,95684,SOMERSET,CA
48702,95684,FAIR PLAY,CA
48703,95684,OMO RANCH,CA
48704,95684,OUTINGDALE,CA
48705,95370,SONORA,CA
48706,95373,STANDARD,CA
48707,95373,SONORA,CA
48708,95372,SOULSBYVILLE,CA
48709,93665,SOUTH DOS PALOS,CA
48710,93665,S DOS PALOS,CA
48711,95374,STEVINSON,CA
48712,95978,STIRLING CITY,CA
48713,95201,STOCKTON,CA
48714,95201,STKN,CA
48715,95202,STOCKTON,CA
48716,95202,STKN,CA
48717,95203,STOCKTON,CA
48718,95203,STKN,CA
48719,95204,STOCKTON,CA
48720,95204,STKN,CA
48721,95205,STOCKTON,CA
48722,95205,STKN,CA
48723,95206,STOCKTON,CA
48724,95206,STKN,CA
48725,95207,STOCKTON,CA
48726,95207,STKN,CA
48727,95208,STOCKTON,CA
48728,95208,STKN,CA
48729,95209,STOCKTON,CA
48730,95209,STKN,CA
48731,95210,STOCKTON,CA
48732,95210,STKN,CA
48733,95211,STOCKTON,CA
48734,95211,STKN,CA
48735,95211,UNIV OF THE PACIFIC,CA
48736,95212,STOCKTON,CA
48737,95212,MORADA,CA
48738,95212,STKN,CA
48739,95213,STOCKTON,CA
48740,95213,STKN,CA
48741,95215,STOCKTON,CA
48742,95215,STKN,CA
48743,95219,STOCKTON,CA
48744,95219,STKN,CA
48745,95267,STOCKTON,CA
48746,95267,STKN,CA
48747,95269,STOCKTON,CA
48748,95269,STKN,CA
48749,95296,STOCKTON,CA
48750,95296,LYOTH,CA
48751,95296,DEFENSE DIST REGION,CA
48752,95297,STOCKTON,CA
48753,95297,STOCKTON BRM ZIP,CA
48754,95979,STONYFORD,CA
48755,95979,FOUTS SPRINGS,CA
48756,95979,LODOGA,CA
48757,95979,SITES,CA
48758,93666,SULTANA,CA
48759,95982,SUTTER,CA
48760,95685,SUTTER CREEK,CA
48761,95685,SUTTER HILL,CA
48762,95699,DRYTOWN,CA
48763,95699,SUTTER CREEK,CA
48764,95983,TAYLORSVILLE,CA
48765,95983,GENESEE,CA
48766,96090,TEHAMA,CA
48767,95686,THORNTON,CA
48768,93667,TOLLHOUSE,CA
48769,95304,TRACY,CA
48770,95304,BANTA,CA
48771,95376,TRACY,CA
48772,95377,TRACY,CA
48773,95378,TRACY,CA
48774,95385,VERNALIS,CA
48775,95385,TRACY,CA
48776,95391,TRACY,CA
48777,95391,MOUNTAIN HOUSE,CA
48778,95391,MTN HOUSE,CA
48779,93668,TRANQUILLITY,CA
48780,93673,TRAVER,CA
48781,96091,TRINITY CENTER,CA
48782,96091,TRINITY CTR,CA
48783,95379,TUOLUMNE,CA
48784,95380,TURLOCK,CA
48785,95381,TURLOCK,CA
48786,95382,TURLOCK,CA
48787,95984,TWAIN,CA
48788,95984,VIRGILIA,CA
48789,95383,TWAIN HARTE,CA
48790,95721,ECHO LAKE,CA
48791,95721,TWIN BRIDGES,CA
48792,95735,TWIN BRIDGES,CA
48793,95687,VACAVILLE,CA
48794,95688,VACAVILLE,CA
48795,95688,ALLENDALE,CA
48796,95696,VACAVILLE,CA
48797,95251,VALLECITO,CA
48798,95226,CAMPO SECO,CA
48799,95226,VALLEY SPGS,CA
48800,95226,VALLEY SPRINGS,CA
48801,95252,VALLEY SPRINGS,CA
48802,95252,VALLEY SPGS,CA
48803,95253,VICTOR,CA
48804,96092,VINA,CA
48805,95689,VOLCANO,CA
48806,95254,WALLACE,CA
48807,95690,WALNUT GROVE,CA
48808,95690,EAGLE TREE,CA
48809,95690,GRAND ISLAND,CA
48810,95690,HOWARD LANDING,CA
48811,95690,LOCKE,CA
48812,95690,LONG ISLAND,CA
48813,95690,RYER ISLAND,CA
48814,95690,VORDEN,CA
48815,95690,WALKER LANDING,CA
48816,95986,WASHINGTON,CA
48817,95386,WATERFORD,CA
48818,96093,WEAVERVILLE,CA
48819,96094,WEED,CA
48820,96094,EDGEWOOD,CA
48821,96094,HAMMOND RANCH,CA
48822,95736,WEIMAR,CA
48823,95387,WESTLEY,CA
48824,95255,WEST POINT,CA
48825,95605,WEST SACRAMENTO,CA
48826,95605,BRODERICK,CA
48827,95605,BRYTE,CA
48828,95605,W SACRAMENTO,CA
48829,95605,RIVER BANK,CA
48830,95691,WEST SACRAMENTO,CA
48831,95691,W SACRAMENTO,CA
48832,95798,WEST SACRAMENTO,CA
48833,95798,W SACRAMENTO,CA
48834,95798,WEST SACTO,CA
48835,95799,WEST SACRAMENTO,CA
48836,95799,W SACRAMENTO,CA
48837,95692,WHEATLAND,CA
48838,96096,WHITMORE,CA
48839,95987,WILLIAMS,CA
48840,95987,LEESVILLE,CA
48841,95987,WILBUR SPRINGS,CA
48842,95988,WILLOWS,CA
48843,95988,FRUTO,CA
48844,95257,WILSEYVILLE,CA
48845,95693,WILTON,CA
48846,95694,WINTERS,CA
48847,95388,WINTON,CA
48848,95258,WOODBRIDGE,CA
48849,95695,WOODLAND,CA
48850,95776,WOODLAND,CA
48851,93670,YETTEM,CA
48852,95697,YOLO,CA
48853,95389,YOSEMITE NATIONAL PARK,CA
48854,95389,TUOLUMNE MDWS,CA
48855,95389,TUOLUMNE MEADOWS,CA
48856,95389,WAWONA,CA
48857,95389,YOSEMITE NTPK,CA
48858,95389,YOSEMITE,CA
48859,96097,YREKA,CA
48860,95991,YUBA CITY,CA
48861,95991,TIERRA BUENA,CA
48862,95992,YUBA CITY,CA
48863,95993,YUBA CITY,CA
48864,95698,ZAMORA,CA
81660,90102,BRYLANE,CA
81661,90102,LOS ANGELES,CA
81662,90313,GENERAL TELEPHONE,CA
81663,90313,INGLEWOOD,CA
81664,90397,INGLEWOOD,CA
81665,90397,SHARED FIRM ZIP CODE,CA
81666,90398,INGLEWOOD,CA
81667,90398,ELECTRONIC DATA SYSTEMS INC,CA
81668,90612,WHITTIER,CA
81669,90612,WHITTIER ASB,CA
81670,90659,NORWALK,CA
81671,90659,MW,CA
81672,90845,BUFFUMS,CA
81673,90845,LONG BEACH,CA
81674,90888,FAR,CA
81675,90888,LONG BEACH,CA
81676,90888,FOUNDATION AIRBORNE RELIEF,CA
81677,91131,WORLD VISION INTERNATIONAL,CA
81678,91131,PASADENA,CA
81679,91191,PASADENA,CA
81680,91191,WORLD VISION INC BRM,CA
81681,91363,THOUSAND OAKS,CA
81682,91363,WESTLAKE VILLAGE,CA
81683,91363,STATE FARM,CA
81684,91363,WESTLAKE VLG,CA
81685,91388,PACIFIC TEL,CA
81686,91388,VAN NUYS,CA
81687,91399,LOCKHEED CORP,CA
81688,91399,WOODLAND HILLS,CA
81689,91399,WOODLAND HLS,CA
81690,91399,CALABASAS,CA
81691,91497,SOUTHERN CALIFORNIA GAS COMP,CA
81692,91497,VAN NUYS,CA
81693,91797,POMONA,CA
81694,91797,BUREAU OF THE CENSUS,CA
81695,91798,ONTARIO,CA
81696,91798,RMX,CA
81697,91799,FOCUS ON THE FAMILY,CA
81698,91799,POMONA,CA
81699,91841,ALHAMBRA,CA
81700,91841,CARTER HAWLEY HALE,CA
81701,91990,POTRERO,CA
81702,91990,YOUNG AMERICA,CA
81703,92090,EL CAJON,CA
81704,92090,TRAVEL LODGE,CA
81705,92133,SAN DIEGO,CA
81706,92194,SAN DIEGO,CA
81707,92292,PALM SPRINGS,CA
81708,92709,EL TORO MARINE CORPS AIR STA,CA
81709,92709,IRVINE,CA
81710,92710,IRVINE,CA
81711,92710,TUSTIN MARINE CORPS AIR,CA
81712,92710,TUSTIN MCAS,CA
81713,93093,SIMI VALLEY,CA
81714,93381,BAKERSFIELD,CA
81715,93382,BAKERSFIELD,CA
81716,93780,GOTTSCHALKS,CA
81717,93780,FRESNO,CA
81718,93784,LIBERTY MUTUAL,CA
81719,93784,FRESNO,CA
81720,94013,SF INTERNATIONAL SERVICE CTR,CA
81721,94013,DALY CITY,CA
81722,94101,SAN FRANCISCO,CA
81723,94106,FIRM HOLDOUTS,CA
81724,94106,SAN FRANCISCO,CA
81725,94135,EXPRESS MAIL REPORTING SYSTE,CA
81726,94135,SAN FRANCISCO,CA
81727,94136,SAN FRANCISCO,CA
81728,94136,SELECTIVE SERVICE,CA
81729,94138,WELLS FARGO BANK,CA
81730,94138,SAN FRANCISCO,CA
81731,94150,SAN FRANCISCO,CA
81732,94150,UNION OIL CO OF CAL,CA
81733,94152,PACIFIC GAS & ELECTRIC,CA
81734,94152,SAN FRANCISCO,CA
81735,94155,MACYS OF CALIFORNIA,CA
81736,94155,SAN FRANCISCO,CA
81737,94175,SAN FRANCISCO,CA
81738,94175,US BUREAU OF THE MINT,CA
81739,94199,PACIFIC AREA OFFICE,CA
81740,94199,SAN FRANCISCO,CA
81741,94625,NAVAL SUPPLY CENTER,CA
81742,94625,OAKLAND,CA
81743,95250,SAN ANDREAS,CA
81744,95250,SHEEP RANCH,CA
81745,95314,DARDANELLE,CA
81746,95314,PINECREST,CA
